id;entity_type;entity_id;payload;status;retry_count;created_at_utc;last_attempt_utc
1137;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770803270003_28.594884_77.389350;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5948835,"longitude":77.3893497,"accuracy":7.620999813079834,"speed":11.25,"timestamp_utc":"2026-02-11T09:47:50.003057Z"};FAILED;1;2026-02-11T09:47:50.009810Z;
1138;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770803279013_28.595119_77.390333;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5951187,"longitude":77.3903326,"accuracy":9.932999610900879,"speed":10.5,"timestamp_utc":"2026-02-11T09:47:59.013741Z"};FAILED;1;2026-02-11T09:47:59.022728Z;
1139;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770803289990_28.595503_77.391742;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5955026,"longitude":77.3917424,"accuracy":7.918000221252441,"speed":14.609999656677246,"timestamp_utc":"2026-02-11T09:48:09.990946Z"};FAILED;1;2026-02-11T09:48:09.999166Z;
1140;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770803299004_28.595805_77.393126;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5958051,"longitude":77.3931258,"accuracy":7.375999927520752,"speed":14.649999618530273,"timestamp_utc":"2026-02-11T09:48:19.004290Z"};FAILED;1;2026-02-11T09:48:19.022175Z;
1141;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770803308994_28.596195_77.394517;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5961953,"longitude":77.3945167,"accuracy":6.811999797821045,"speed":13.829999923706055,"timestamp_utc":"2026-02-11T09:48:28.994095Z"};FAILED;1;2026-02-11T09:48:29.001739Z;
1142;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770803319012_28.596418_77.395820;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5964184,"longitude":77.3958201,"accuracy":5.7829999923706055,"speed":12.829999923706055,"timestamp_utc":"2026-02-11T09:48:39.012245Z"};FAILED;1;2026-02-11T09:48:39.018821Z;
1143;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770803328999_28.596814_77.397310;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5968136,"longitude":77.3973099,"accuracy":7.306000232696533,"speed":14.850000381469727,"timestamp_utc":"2026-02-11T09:48:48.999820Z"};FAILED;1;2026-02-11T09:48:49.005760Z;
1144;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770803338992_28.597216_77.398670;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5972165,"longitude":77.3986698,"accuracy":10.414999961853027,"speed":13.380000114440918,"timestamp_utc":"2026-02-11T09:48:58.992634Z"};FAILED;1;2026-02-11T09:48:59.001825Z;
1145;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770803349996_28.597531_77.400125;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5975315,"longitude":77.4001248,"accuracy":6.763999938964844,"speed":12.930000305175781,"timestamp_utc":"2026-02-11T09:49:09.996452Z"};FAILED;1;2026-02-11T09:49:10.003406Z;
1146;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770803360000_28.597980_77.401505;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5979803,"longitude":77.4015051,"accuracy":8.62399959564209,"speed":17.729999542236328,"timestamp_utc":"2026-02-11T09:49:20.000120Z"};FAILED;1;2026-02-11T09:49:20.006438Z;
1147;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770803369010_28.598432_77.403170;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5984323,"longitude":77.4031697,"accuracy":7.254000186920166,"speed":19.06999969482422,"timestamp_utc":"2026-02-11T09:49:29.010492Z"};FAILED;1;2026-02-11T09:49:29.021346Z;
1148;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770803379004_28.598755_77.404883;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5987553,"longitude":77.4048835,"accuracy":5.173999786376953,"speed":15.449999809265137,"timestamp_utc":"2026-02-11T09:49:39.004Z"};FAILED;1;2026-02-11T09:49:39.013970Z;
1149;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770803389002_28.599187_77.406359;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5991866,"longitude":77.4063588,"accuracy":8.994000434875488,"speed":13.920000076293945,"timestamp_utc":"2026-02-11T09:49:49.002136Z"};FAILED;1;2026-02-11T09:49:49.012300Z;
1150;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770803400000_28.599551_77.407614;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5995513,"longitude":77.4076137,"accuracy":11.442000389099121,"speed":11.0,"timestamp_utc":"2026-02-11T09:50:00.000018Z"};FAILED;1;2026-02-11T09:50:00.008254Z;
1151;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770803409014_28.599790_77.408635;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5997899,"longitude":77.4086353,"accuracy":9.975000381469727,"speed":10.9399995803833,"timestamp_utc":"2026-02-11T09:50:09.014493Z"};FAILED;1;2026-02-11T09:50:09.028511Z;
1152;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770803419000_28.599946_77.409668;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5999464,"longitude":77.4096685,"accuracy":7.361999988555908,"speed":10.550000190734863,"timestamp_utc":"2026-02-11T09:50:19.000740Z"};FAILED;1;2026-02-11T09:50:19.007267Z;
1153;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770803428992_28.600279_77.410837;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.6002788,"longitude":77.4108373,"accuracy":10.406999588012695,"speed":15.039999961853027,"timestamp_utc":"2026-02-11T09:50:28.992931Z"};FAILED;1;2026-02-11T09:50:29.002111Z;
1154;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770803439992_28.600809_77.412443;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.6008094,"longitude":77.4124431,"accuracy":11.675000190734863,"speed":14.510000228881836,"timestamp_utc":"2026-02-11T09:50:39.992489Z"};FAILED;1;2026-02-11T09:50:40.000873Z;
1155;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770803449995_28.601117_77.414026;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.6011173,"longitude":77.4140256,"accuracy":8.180999755859375,"speed":14.40999984741211,"timestamp_utc":"2026-02-11T09:50:49.995832Z"};FAILED;1;2026-02-11T09:50:50.001098Z;
1156;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770803460000_28.601511_77.415664;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.6015113,"longitude":77.4156642,"accuracy":8.963000297546387,"speed":18.15999984741211,"timestamp_utc":"2026-02-11T09:51:00.000228Z"};FAILED;1;2026-02-11T09:51:00.007969Z;
1157;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770803469022_28.601857_77.417111;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.6018569,"longitude":77.4171114,"accuracy":9.545000076293945,"speed":13.039999961853027,"timestamp_utc":"2026-02-11T09:51:09.022401Z"};FAILED;1;2026-02-11T09:51:09.029345Z;
1158;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770803478999_28.602227_77.418411;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.6022273,"longitude":77.4184108,"accuracy":8.291000366210938,"speed":13.899999618530273,"timestamp_utc":"2026-02-11T09:51:18.999096Z"};FAILED;1;2026-02-11T09:51:19.005934Z;
1159;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770803488997_28.602506_77.419785;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.6025056,"longitude":77.4197846,"accuracy":4.709000110626221,"speed":15.3100004196167,"timestamp_utc":"2026-02-11T09:51:28.997647Z"};FAILED;1;2026-02-11T09:51:29.005572Z;
1160;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770803499996_28.603012_77.421245;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.6030118,"longitude":77.4212448,"accuracy":8.057999610900879,"speed":12.670000076293945,"timestamp_utc":"2026-02-11T09:51:39.996702Z"};FAILED;1;2026-02-11T09:51:40.003995Z;
1161;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770803509006_28.603263_77.422403;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.6032628,"longitude":77.4224032,"accuracy":7.383999824523926,"speed":12.430000305175781,"timestamp_utc":"2026-02-11T09:51:49.006237Z"};FAILED;1;2026-02-11T09:51:49.013870Z;
1162;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770803518999_28.603541_77.423458;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.603541,"longitude":77.4234581,"accuracy":7.048999786376953,"speed":8.970000267028809,"timestamp_utc":"2026-02-11T09:51:58.999068Z"};FAILED;1;2026-02-11T09:51:59.004492Z;
1163;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770803529006_28.603839_77.424127;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.6038387,"longitude":77.4241273,"accuracy":8.319999694824219,"speed":7.380000114440918,"timestamp_utc":"2026-02-11T09:52:09.006710Z"};FAILED;1;2026-02-11T09:52:09.012210Z;
1164;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770803538993_28.604007_77.424992;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.6040067,"longitude":77.424992,"accuracy":7.0960001945495605,"speed":10.510000228881836,"timestamp_utc":"2026-02-11T09:52:18.993718Z"};FAILED;1;2026-02-11T09:52:19.006489Z;
1165;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770803548996_28.604260_77.426056;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.6042598,"longitude":77.4260558,"accuracy":8.920000076293945,"speed":11.319999694824219,"timestamp_utc":"2026-02-11T09:52:28.996491Z"};FAILED;1;2026-02-11T09:52:29.003887Z;
1166;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770803559995_28.604439_77.427148;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.6044391,"longitude":77.4271475,"accuracy":7.690000057220459,"speed":9.050000190734863,"timestamp_utc":"2026-02-11T09:52:39.995921Z"};FAILED;1;2026-02-11T09:52:40.000801Z;
1167;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770803569003_28.604510_77.427896;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.6045105,"longitude":77.4278963,"accuracy":10.432000160217285,"speed":10.130000114440918,"timestamp_utc":"2026-02-11T09:52:49.003154Z"};FAILED;1;2026-02-11T09:52:49.013882Z;
1168;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770803579993_28.604977_77.429023;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.6049773,"longitude":77.4290228,"accuracy":13.281000137329102,"speed":9.039999961853027,"timestamp_utc":"2026-02-11T09:52:59.993868Z"};FAILED;1;2026-02-11T09:53:00.004805Z;
1169;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770803589996_28.605241_77.430122;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.6052409,"longitude":77.4301217,"accuracy":11.491000175476074,"speed":14.550000190734863,"timestamp_utc":"2026-02-11T09:53:09.996462Z"};FAILED;1;2026-02-11T09:53:10.003835Z;
1170;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770803599013_28.605386_77.430977;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.6053858,"longitude":77.4309775,"accuracy":9.727999687194824,"speed":4.150000095367432,"timestamp_utc":"2026-02-11T09:53:19.013873Z"};FAILED;1;2026-02-11T09:53:19.023836Z;
1171;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770803609016_28.605578_77.431305;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.6055783,"longitude":77.4313049,"accuracy":8.836000442504883,"speed":5.380000114440918,"timestamp_utc":"2026-02-11T09:53:29.016440Z"};FAILED;1;2026-02-11T09:53:29.021917Z;
1172;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770803620016_28.605884_77.432491;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.605884,"longitude":77.4324912,"accuracy":8.722000122070312,"speed":11.579999923706055,"timestamp_utc":"2026-02-11T09:53:40.016203Z"};FAILED;1;2026-02-11T09:53:40.024457Z;
1173;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770803629010_28.606198_77.433640;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.606198,"longitude":77.4336397,"accuracy":9.076000213623047,"speed":12.699999809265137,"timestamp_utc":"2026-02-11T09:53:49.010099Z"};FAILED;1;2026-02-11T09:53:49.019479Z;
1174;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770803638998_28.606494_77.435221;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.6064937,"longitude":77.4352213,"accuracy":9.833000183105469,"speed":18.760000228881836,"timestamp_utc":"2026-02-11T09:53:58.998653Z"};FAILED;1;2026-02-11T09:53:59.005782Z;
1175;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770803649995_28.606959_77.436556;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.6069587,"longitude":77.4365559,"accuracy":15.451000213623047,"speed":7.630000114440918,"timestamp_utc":"2026-02-11T09:54:09.995229Z"};FAILED;1;2026-02-11T09:54:10.006218Z;
1176;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770803659007_28.607021_77.437380;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.6070208,"longitude":77.4373801,"accuracy":10.47599983215332,"speed":11.829999923706055,"timestamp_utc":"2026-02-11T09:54:19.007228Z"};FAILED;1;2026-02-11T09:54:19.014636Z;
1177;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770803669997_28.607297_77.438475;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.6072972,"longitude":77.4384746,"accuracy":9.675000190734863,"speed":11.970000267028809,"timestamp_utc":"2026-02-11T09:54:29.997799Z"};FAILED;1;2026-02-11T09:54:30.003830Z;
1178;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770803679993_28.607432_77.439683;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.6074323,"longitude":77.4396834,"accuracy":9.065999984741211,"speed":10.069999694824219,"timestamp_utc":"2026-02-11T09:54:39.993235Z"};FAILED;1;2026-02-11T09:54:39.999986Z;
1179;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770803689997_28.607424_77.440607;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.6074237,"longitude":77.4406073,"accuracy":9.788999557495117,"speed":3.880000114440918,"timestamp_utc":"2026-02-11T09:54:49.997912Z"};FAILED;1;2026-02-11T09:54:50.004605Z;
1180;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770803700003_28.607560_77.440910;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.6075598,"longitude":77.4409104,"accuracy":9.472999572753906,"speed":4.159999847412109,"timestamp_utc":"2026-02-11T09:55:00.003793Z"};FAILED;1;2026-02-11T09:55:00.011386Z;
1181;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770803709998_28.607650_77.441224;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.6076497,"longitude":77.4412244,"accuracy":17.599000930786133,"speed":1.659999966621399,"timestamp_utc":"2026-02-11T09:55:09.998831Z"};FAILED;1;2026-02-11T09:55:10.006796Z;
1182;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770803899989_28.607573_77.441511;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.6075733,"longitude":77.4415113,"accuracy":11.173999786376953,"speed":0.5899999737739563,"timestamp_utc":"2026-02-11T09:58:19.989794Z"};FAILED;1;2026-02-11T09:58:19.996653Z;
1183;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770803919002_28.607607_77.441520;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.6076074,"longitude":77.4415201,"accuracy":8.527999877929688,"speed":1.4900000095367432,"timestamp_utc":"2026-02-11T09:58:39.002845Z"};FAILED;1;2026-02-11T09:58:39.009770Z;
1184;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770803929002_28.607594_77.441082;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.6075937,"longitude":77.4410825,"accuracy":8.449000358581543,"speed":8.039999961853027,"timestamp_utc":"2026-02-11T09:58:49.002164Z"};FAILED;1;2026-02-11T09:58:49.018472Z;
1185;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770803939009_28.607401_77.440591;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.607401,"longitude":77.4405911,"accuracy":6.723999977111816,"speed":3.3399999141693115,"timestamp_utc":"2026-02-11T09:58:59.009332Z"};FAILED;1;2026-02-11T09:58:59.017471Z;
1186;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770803948999_28.607166_77.440944;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.6071657,"longitude":77.4409439,"accuracy":10.310999870300293,"speed":7.210000038146973,"timestamp_utc":"2026-02-11T09:59:08.999124Z"};FAILED;1;2026-02-11T09:59:09.005147Z;
1187;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770803959010_28.606986_77.442274;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.6069857,"longitude":77.4422741,"accuracy":9.142000198364258,"speed":14.039999961853027,"timestamp_utc":"2026-02-11T09:59:19.010218Z"};FAILED;1;2026-02-11T09:59:19.016768Z;
1188;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770803969991_28.606551_77.443708;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.6065507,"longitude":77.4437079,"accuracy":8.670000076293945,"speed":12.229999542236328,"timestamp_utc":"2026-02-11T09:59:29.991781Z"};FAILED;1;2026-02-11T09:59:29.997546Z;
1189;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770803979997_28.606042_77.444796;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.6060423,"longitude":77.4447956,"accuracy":11.33899974822998,"speed":11.260000228881836,"timestamp_utc":"2026-02-11T09:59:39.997846Z"};FAILED;1;2026-02-11T09:59:40.003135Z;
1190;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770803989991_28.605643_77.445799;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.605643,"longitude":77.445799,"accuracy":14.588000297546387,"speed":11.800000190734863,"timestamp_utc":"2026-02-11T09:59:49.991484Z"};FAILED;1;2026-02-11T09:59:50.010682Z;
1191;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770804000000_28.605014_77.446857;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.6050137,"longitude":77.4468569,"accuracy":8.670999526977539,"speed":11.6899995803833,"timestamp_utc":"2026-02-11T10:00:00.000154Z"};FAILED;1;2026-02-11T10:00:00.011593Z;
1192;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770804007724_28.604676_77.447402;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.6046764,"longitude":77.4474016,"accuracy":6.048999786376953,"speed":7.889999866485596,"timestamp_utc":"2026-02-11T10:00:07.724869Z"};FAILED;1;2026-02-11T10:00:07.739324Z;
1193;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770804017722_28.604256_77.447976;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.6042563,"longitude":77.4479763,"accuracy":3.7899999618530273,"speed":7.059999942779541,"timestamp_utc":"2026-02-11T10:00:17.722756Z"};FAILED;1;2026-02-11T10:00:17.733399Z;
1194;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770804027720_28.603727_77.448664;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.603727,"longitude":77.4486644,"accuracy":3.7899999618530273,"speed":11.350000381469727,"timestamp_utc":"2026-02-11T10:00:27.720214Z"};FAILED;1;2026-02-11T10:00:27.736472Z;
1195;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770804037720_28.603055_77.449553;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.6030553,"longitude":77.4495528,"accuracy":3.8359999656677246,"speed":11.699999809265137,"timestamp_utc":"2026-02-11T10:00:37.720482Z"};FAILED;1;2026-02-11T10:00:37.731850Z;
1196;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770804047727_28.602537_77.450259;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.6025368,"longitude":77.4502585,"accuracy":3.7899999618530273,"speed":7.039999961853027,"timestamp_utc":"2026-02-11T10:00:47.727209Z"};FAILED;1;2026-02-11T10:00:47.740727Z;
1197;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770804057714_28.601915_77.450677;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.6019147,"longitude":77.4506768,"accuracy":3.7899999618530273,"speed":7.519999980926514,"timestamp_utc":"2026-02-11T10:00:57.714946Z"};FAILED;1;2026-02-11T10:00:57.725170Z;
1198;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770804067725_28.601286_77.451445;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.601286,"longitude":77.4514446,"accuracy":3.7899999618530273,"speed":10.819999694824219,"timestamp_utc":"2026-02-11T10:01:07.725062Z"};FAILED;1;2026-02-11T10:01:07.741416Z;
1199;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770804077719_28.600695_77.452110;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.6006951,"longitude":77.4521098,"accuracy":3.7899999618530273,"speed":7.449999809265137,"timestamp_utc":"2026-02-11T10:01:17.719808Z"};FAILED;1;2026-02-11T10:01:17.735382Z;
1200;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770804087710_28.600075_77.452812;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.6000753,"longitude":77.4528122,"accuracy":3.7899999618530273,"speed":9.75,"timestamp_utc":"2026-02-11T10:01:27.710004Z"};FAILED;1;2026-02-11T10:01:27.720134Z;
1201;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770804097711_28.599348_77.453576;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5993484,"longitude":77.4535765,"accuracy":3.7990000247955322,"speed":12.220000267028809,"timestamp_utc":"2026-02-11T10:01:37.711745Z"};FAILED;1;2026-02-11T10:01:37.720741Z;
1202;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770804107724_28.598196_77.454650;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5981961,"longitude":77.4546503,"accuracy":3.865999937057495,"speed":19.729999542236328,"timestamp_utc":"2026-02-11T10:01:47.724430Z"};FAILED;1;2026-02-11T10:01:47.738618Z;
1203;location;f83aaf96-9bf2-4c0f-95be-d01d48c2924f_1770804117712_28.596842_77.455875;{"event_type":"LOCATION_POINT","tracking_session_id":"f83aaf96-9bf2-4c0f-95be-d01d48c2924f","latitude":28.5968421,"longitude":77.4558747,"accuracy":4.554999828338623,"speed":16.770000457763672,"timestamp_utc":"2026-02-11T10:01:57.712061Z"};FAILED;1;2026-02-11T10:01:57.724332Z;
